Name,1182_M-BL_CP04543-B,1156_M-BL_CP04543-B,1178_M-BL_CP04543-B,1164_M-BL_CP04543-B,1160_M-BL_CP04543-B,1184_M-BL_CP04543-B,1180_M-BL_CP04543-B,1174_M-BL_CP04543-B,1168_M-BL_CP04543-B,1136_F-BL_CP04543-B,1150_F-BL_CP04543-B,1138_F-BL_CP04543-B,1140_F-BL_CP04543-B,1152_F-BL_CP04543-B,1148_F-BL_CP04543-B,1170_M-BL_CP04543-B,1142_F-BL_CP04543-B,1154_F-BL_CP04543-B,1146_F-BL_CP04543-B,1144_F-BL_CP04543-B
3.4.11.4:Tripeptide aminopeptidase,0.00293865,0.00318462,0.00572727,0.00428635,0.00250756,0.00426252,0.00244472,0.00349837,0.00316974,0.00242052,0.0019566,0.0025806,0.00397281,0.005456739,0.00148758,0.004337779,0.00315613,0.0034468,0.0015197,0.00284803
3.4.11.5:Prolyl aminopeptidase,0.00110196,0.000329446,0.00136439,0,0.00114397,0,0,0.000433118,0.000849682,0,0.0009763,0.000605191,0.00115405,0,0,0,0.000887714,0.00153584,0,0.000425368
3.4.13.22:D-Ala-D-Ala dipeptidase,0.00116649,0.00127819,0.00216684,0.00180818,0.000657774,0.00189858,0.00142612,0.00089644,0.00139916,0,0,0.000705273,0.00145941,0.0025041,0,0.00197861,0.000892924,0.000475589,0,0.00100977
3.4.13.3:Transferred entry 3.4.13.18 and 3.4.13.20,0.000454191,0.000380111,0,0,0.000528413,0,0,0.000323185,0.000648505,0,0.000658949,0,0.000590462,0,0,0.000552994,0.00109172,0.00072741,0,0.00033553
3.4.13.9:Xaa-Pro dipeptidase,0.000298907,0.00035109,0,0,0.0011385,0,0,0.00035356,0.000881318,0,0.000926944,0,0.000896041,0,0,0.000581576,0.00119473,0.000502504,0,0.000361467
3.4.14.11:Xaa-Pro dipeptidyl-peptidase,0.000504932,0,0.000689283,0,0.000412381,0,0,0.000727158,0.000858295,0,0.000840329,0,0.00138098,0,0,0.000651723,0,0.000432349,0,0.000698113
3.4.16.4:Serine-type D-Ala-D-Ala carboxypeptidase,0.000197696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.4.19.11:Gamma-D-glutamyl-meso-diaminopimelate peptidase,0.00019035,0.00019147,0.000647667,0,0,0,0.000336623,0,0.000385517,0.000678125,0.000320758,0.000541374,0.000331429,0.000729888,0.00148223,0.000170638,0,0.000200374,0.000458272,0
3.4.19.3:Pyroglutamyl-peptidase I,0.000429587,0.000523615,0.000897991,0.00142437,0.00139968,0,0,0.000291821,0.00099258,0.000403609,0.000931444,0,0.000978463,0,0.000793522,0.000408707,0.00102949,0.00115309,0,0.000521308
3.4.21.53:Endopeptidase La,0.00107447,0.00110086,0.00227111,0.00054521,0.00369396,0.00103378,0.002939691,0.000795257,0.0007298,0.00183743,0.00162562,0.00154558,0.000681793,0.000823859,0.0027875,0.00255369,0.00139221,0.00128917,0.000972161,0.00183265
3.4.21.88:Repressor LexA,0.000496165,0.0012889,0.00167306,0.00079012,0.00190896,0.000259908,0,0.000773095,0.00151718,0.00034111,0.00219974,0.0028143,0.00113421,0.0022972,0,0.000857946,0.000666415,0.00102017,0.000425524,0.000242258
3.4.21.89:Signal peptidase I,0.004077291,0.00270952,0.00473254,0.00308248,0.00442642,0.004807499,0.003851691,0.003491889,0.00403656,0.00361985,0.00245546,0.00480617,0.00359149,0.005064559,0.010740501,0.00334962,0.00521807,0.00287507,0.00219305,0.00289146
3.4.21.92:Endopeptidase Clp,0.006149891,0.0054397,0.009541321,0.005940569,0.00517381,0.007425409,0.009912471,0.00418499,0.00683075,0.006708459,0.007108839,0.0100655,0.00605678,0.010133198,0.0096123,0.006939329,0.003908711,0.00756581,0.009457169,0.005200549
3.4.22.40:Bleomycin hydrolase,0.00100448,0.00115171,0.00140912,0,0,0,0,0.000538034,0.00151274,0,0.00172233,0.000427879,0.000757962,0,0,0,0.0014572,0.00128392,0,0.000743058
3.4.22.71:Sortase B,0.000413324,0.000658947,0,0.000377149,0,0,0.00054114,0.000256887,0,0,0.000218413,0.000288677,0,0,0.00109395,0,0,0,0.00155926,0.000192479
3.4.23.36:Signal peptidase II,0.00202919,0.000420002,0,0.00126458,0.00147331,0.00193301,0.000738717,0.000723339,0.00110918,0.00267504,0.00183969,0.000438252,0.000720728,0.0013295,0.00132534,0.000574218,0.00122102,0.000455154,0.000502643,0.00117086
3.4.24.78:GPR endopeptidase,0.000244523,0.00128993,0,0,0.000556553,0,0.00138359,0,0.000934555,0.00111703,0.000537049,0.00163361,0,0.000645225,0.00145222,0,0,0.000836508,0.000656227,0
3.4.25.2:HslU--HslV peptidase,0.000989797,0.000461236,0.000452826,0.000802361,0.000534579,0,0,0.00114074,0,0,0.00127622,0.000288738,0.000999422,0.00133622,0,0,0.000777479,0.00065399,0.00117903,0.000488618
3.5.1.1:Asparaginase,0.000483542,0.000289485,0.000770976,0,0,0,0,0.000143346,0.000469392,0.00042384,0.00103758,0.000428456,0.000367812,0,0,0,0,0.00059457,0,0.000531718
3.5.1.108:UDP-3-O-acyl-N-acetylglucosamine deacetylase,0.00130849,0.000659088,0.0011231,0.00319391,0.000868814,0.001287,0.00117819,0.00108739,0.000895631,0.00224185,0.000700425,0.000467452,0.00080658,0,0,0.00130186,0.00120313,0.00103152,0.00073152,0.00237188
3.5.1.16:Acetylornithine deacetylase,0.000410606,0,0,0,0,0.000737724,0,0,0,0,0.000250661,0,0,0,0,0.000333652,0,0.000616329,0.00043806,0
3.5.1.18:Succinyl-diaminopimelate desuccinylase,0.000261595,0.000362993,0,0,0.000677875,0.000439632,0,0,0.000231047,0,0,0,0,0,0,0,0,0,0,0.000190199
3.5.1.2:Glutaminase,0.00250435,0.000708115,0.00102078,0.00169515,0.0012098,0.00228198,0,0.00272007,0.00199481,0.00187511,0.00283559,0.000794075,0.00223091,0.000456251,0,0.003106649,0.00098521,0.000865682,0.0017249,0.00156148
3.5.1.24:Choloylglycine hydrolase,0.000696129,0.000662287,0.000833611,0.000504437,0.00150407,0,0,0.000497689,0.00111911,0,0.00124159,0.00154386,0.000976267,0,0,0.00130578,0.000849105,0.00111706,0.000540004,0.000501124
3.5.1.28:N-acetylmuramoyl-L-alanine amidase,0.000758713,0.000156409,0,0.00217805,0.000767717,0.0011314,0,0.0019653,0.000505187,0,0.000257281,0,0,0,0,0.00136042,0,0,0.000457177,0
3.5.1.44:Protein-glutamine glutaminase,0.00043258,0.00187869,0,0,0.0037412,0.000351453,0.003108131,0,0.000612781,0.00373676,0.00436473,0.00469989,0.000303615,0.002336419,0.00596598,0.00152014,0,0.00213471,0.00358634,0.000401163
3.5.1.47:N-acetyldiaminopimelate deacetylase,0.000801666,0.00053755,0.000956238,0,0.000530038,0,0,0.00162905,0,0,0.000767136,0,0.000729941,0,0,0,0.000889115,0.000909882,0.000582281,0.000433833
3.5.1.5:Urease,0.00231614,0.00211596,0.00525396,0.00364206,0.00203468,0.00179868,0.00177175,0.006603029,0.00104712,0.00113085,0.00129711,0.00224726,0.004289411,0.004246099,0.00121677,0.00209321,0.00312073,0.00411741,0.003816939,0.00210493
3.5.1.88:Peptide deformylase,0.00264777,0.00133182,0.00247909,0.00303221,0,0.0017347,0.003397761,0.00361992,0.00206025,0.00251635,0.00105577,0.00188655,0.00261436,0.00193178,0.0013738,0.000770693,0.000951204,0.00199139,0.000556949,0.003197209
3.5.2.3:Dihydroorotase,0.003019121,0.0015514,0.00146103,0.00221555,0.00144108,0.00200487,0.000978751,0.00346889,0.00213576,0.000617616,0.00223058,0.000710733,0.0020113,0.00242598,0,0.0024238,0.00270034,0.00164292,0.00216675,0.00179353
3.5.2.6:Beta-lactamase,0.0011932,0.00126258,0.00204229,0.00218955,0.00247528,0.00137926,0.00100378,0.000969044,0.00166553,0.00146551,0.000817622,0.000736253,0.00100202,0.002492459,0.00177975,0.00135654,0.000906973,0.00106589,0.00115661,0.000634899
3.5.3.6:Arginine deiminase,0.000920021,0.000622452,0,0,0.000273674,0,0.000408929,0,0.000544028,0.000511095,0.000587071,0.000471501,0.000978531,0,0,0.000257972,0,0.000314095,0,0.00029457
3.5.4.1:Cytosine deaminase,0.000314083,0.000191328,0.000629261,0,0,0.000579144,0,0,0,0,0.000589477,0,0,0,0,0,0,0,0,0
3.5.4.10:IMP cyclohydrolase,0.0011672,0.000923438,0.000936182,0.000534034,0,0,0,0.00188081,0.000308767,0.000567705,0.000385902,0,0.0013552,0.000497439,0,0.000501395,0.00164844,0.00135469,0.000492566,0.000873599
3.5.4.12:dCMP deaminase,0.00026466,0.00045771,0,0.000267409,0,0,0,0,0,0.000310567,0,0,0,0,0,0.000560405,0.000389393,0.00052035,0.00066276,0.000326243
3.5.4.16:GTP cyclohydrolase I,0.002112,0.00253797,0.00140203,0.00111854,0.00233799,0.00309074,0.002335611,0.0030281,0.00266024,0.00169438,0.00204717,0.00187816,0.00317087,0.00230387,0.00470436,0.00324854,0.00331044,0.00149615,0.00219347,0.004352619
3.5.4.19:Phosphoribosyl-AMP cyclohydrolase,0.000354314,0.00102633,0,0.0010011,0.000889985,0,0,0.000178943,0,0.00147402,0.000377604,0.00128506,0.000636463,0.00116531,0.000900534,0,0.00054067,0,0.00163597,0.000674803
3.5.4.25:GTP cyclohydrolase II,0.00270098,0.00167034,0.00197452,0.00328122,0.00261759,0.004577479,0.002260361,0.00144175,0.0033571,0.000590381,0.00190922,0.00189946,0.00225224,0.003912019,0.00250849,0.0026904,0.00204396,0.00121264,0.00128857,0.003379129
3.5.4.33:tRNA(adenine(34)) deaminase,0.00352909,0.00389541,0.00210294,0.00265237,0.00116822,0.00363835,0.003758551,0.00336028,0.0028087,0.00293672,0.00267868,0.00239699,0.00312084,0.003531339,0.00205799,0.00258226,0.00255259,0.00108704,0.00192619,0.003624589
3.5.4.5:Cytidine deaminase,0.00137046,0.00135443,0.00100349,0.00136723,0.00178405,0.00320669,0.002445091,0.00115072,0.000974631,0.00119421,0.00139138,0.00286513,0.00109979,0.003553079,0.00255995,0.00139128,0,0.00198478,0.00184378,0.00169989
3.5.4.9:Methenyltetrahydrofolate cyclohydrolase,0.00158068,0.00258148,0.00134259,0.00255291,0.00256636,0.002837389,0.00133562,0.0022245,0.00180795,0.00210127,0.00210997,0.000796318,0.00270689,0.00153118,0.000785839,0.000474803,0.00210072,0.00309414,0.00165352,0.002942009
3.5.99.6:Glucosamine-6-phosphate deaminase,0.00333658,0.00474891,0.00386609,0.004548019,0.00239337,0.00211379,0.00255073,0.00328201,0.00491178,0.003838399,0.00233647,0.00253882,0.00358836,0.004054579,0.00464505,0.003621419,0.00393572,0.00447514,0.0018423,0.003214949
3.6.1.1:Inorganic diphosphatase,0.00100018,0.000345783,0.000725774,0.000262661,0,0.00106473,0,0.000546595,0.00280295,0,0.000739248,0,0.00060385,0.000226009,0,0.00164524,0.00120978,0.000558809,0.00184984,0.00121711
3.6.1.11:Exopolyphosphatase,0.00176568,0.00031366,0,0,0,0.000244267,6.97E-05,0.000153416,0.000518162,0.000104449,0.00031496,0,8.58E-05,0,0.00314707,0.000243396,0.00093634,0.000168886,0.00112782,0.000533929
3.6.1.13:ADP-ribose diphosphatase,0.000445668,7.95E-05,0,0,0.000538436,0,0,0,0.000266047,0,0,0,0,0,0,0,0.000647811,0.000297564,0.000681279,0
3.6.1.23:dUTP diphosphatase,0.00381917,0.00240654,0.0028102,0.004197939,0.00343599,0.003952039,0.00207251,0.0039685,0.00246952,0.0034288,0.00336265,0.00188658,0.00312948,0.004318079,0.00272231,0.0041762,0.00281977,0.00425994,0.004954909,0.003604459
3.6.1.27:Undecaprenyl-diphosphate phosphatase,0.00153808,0.0020572,0.00337648,0.0012886,0.000514039,0.00126929,0.00121363,0.00296751,0.00061543,0.00138068,0.000533253,0.00105715,0.0024591,0.00104476,0.00160726,0.000911774,0.00230027,0.00241808,0.00247811,0.00189341
3.6.1.31:Phosphoribosyl-ATP diphosphatase,0.000354314,0.000876437,0,0.0010011,0.00135347,0,0,0,0,0.000533538,0.000377604,0.00128506,0.000636463,0.00116531,0.000900534,0,0.00054067,0,0.000866585,0.000674803
3.6.1.66:XTP/dITP diphosphatase,0.00122987,0.00220941,0.00168599,0.000721328,0.00354485,0.00346709,0.00132236,0.000679067,0.00156557,0.00141401,0.00144076,0.00136909,0.0021153,0.000748559,0,0.00090707,0.00259716,0.00055503,0.00056821,0.00124093
3.6.1.7:Acylphosphatase,0.000517471,0.000456053,0,0.000263694,0.000851135,0,0.00141105,0,0.00166147,0.000531354,0.00249377,0.000920645,0.000683471,0,0.00275499,0,0.000347844,0.000591632,0.00077017,0.000157851
3.6.1.9:Nucleotide diphosphatase,0.000163163,0,0,0,0,0,0,0,0,0,0.000332611,0,0,0,0,0,0,0,0,0
3.6.3.14:Transferred entry 7.1.2.2,0.00222851,0.00464531,0,0,0.004303,0.00186109,0.004894061,0.000887989,0.00242154,0.00370059,0.00386056,0.00439397,0.000387697,0.003679519,0.010687402,0.00092661,0.00116067,0.00164149,0.007101389,0.00109039
3.6.3.15:Transferred entry 7.2.2.1,0.000215034,0.000527099,0,0,0,0.000518468,0,0,0,0,0,0,0.000300505,0,0,0,0,0,0,0
3.6.3.20:Transferred entry 7.6.2.10,0.00017092,0,0,0,0.00111668,0,0,0,0.000413283,0.000397924,0.000438213,0.00041192,0.000266835,0,0,0,0.000288825,0.00043519,0,0
3.6.3.3:Transferred entry 7.2.2.21,0.00071551,0.000746397,0.000890271,0.000429494,0.000536732,0,0,0.000445734,0.000330678,0.000598458,0.000362097,0,0.00061553,0,0,0.00056074,0.000867599,0.00148709,0.000762513,0.000741441
3.6.3.31:Transferred entry 7.6.2.11,0.000543406,0.00105601,0,0,0.00204103,0,0.00194116,0.00106541,0.00133859,0.00145609,0.000892013,0.00267382,0.000336967,0.000629965,0.00233282,0.0014531,0.00110089,0.000449783,0.00322059,0.000460828
3.6.3.4:Transferred entry 7.2.2.9,0.00107368,0.00039371,0.000890271,0,0.000536732,0,0.000372784,0.0011376,0.000330678,0,0.000362097,0,0.000367976,0,0,0.00056074,0.000412261,0.00116912,0,0.000453829
3.6.4.12:DNA helicase,0.021029701,0.018200999,0.021253599,0.017116997,0.018417098,0.016913498,0.016398404,0.024504196,0.017856602,0.016621798,0.0194603,0.0170663,0.0190072,0.015276697,0.016673701,0.020188997,0.019360702,0.020349301,0.017041299,0.019308398
3.6.4.13:RNA helicase,0.00145207,0.000928121,0.000877511,0.00062002,0.000537714,0.000523996,0.00057557,0.00333321,0.000700524,0,0.000928544,0,0.00189861,0.00102768,0,0.000388269,0.000732852,0.00183437,0,0.00103865
3.6.5.3:Protein-synthesizing GTPase,0.006626411,0.00482727,0.012796099,0.010639799,0.008876209,0.010732599,0.010135502,0.00387985,0.00901442,0.007742219,0.00469948,0.0118485,0.006243931,0.008636588,0.012818201,0.009886349,0.00500636,0.00637107,0.008730529,0.007422369
3.6.5.n1:Elongation factor 4,0.00313552,0.00378021,0.00239179,0.00295688,0.00347786,0.004067179,0.005714911,0.00219274,0.00236289,0.004787259,0.0034646,0.00564654,0.00414014,0.004616829,0.00348669,0.0035433,0.003898981,0.00459492,0.005512219,0.003794129
4.1.1.11:Aspartate 1-decarboxylase,0.00114698,0.00132662,0.000700155,0.00303752,0,0.00138068,0,0.000873485,0,0.00157746,0.000666676,0.000702824,0.000433573,0.00108665,0.000913882,0.00111633,0.00125712,0.0011506,0.000470483,0.000819584
4.1.1.15:Glutamate decarboxylase,0.000989651,0.00141203,0.00367231,0.00152778,0.00128316,0.00224232,0.000683764,0.00164962,0.00236189,0.0013248,0.000957652,0.000716033,0.000753515,0.000534091,0,0.00145053,0.000959858,0.000795046,0,0.00117487
4.1.1.19:Arginine decarboxylase,0.00326484,0.00290741,0.00364221,0.005170859,0.0022165,0.00443325,0.00236025,0.002141,0.00288055,0.00188511,0.00101341,0,0.00366273,0.003877719,0.0016347,0.003808899,0.00195364,0.00201471,0.00115127,0.003334689
4.1.1.20:Diaminopimelate decarboxylase,0.00114249,0.000378862,0.000692565,0,0.000291692,0.000378371,0,0.000611349,0,0.000761919,0.000549907,0,0.000353768,0,0,0.000839422,0,0.000540864,0,0.000344674
4.1.1.23:Orotidine-5'-phosphate decarboxylase,0.00388115,0.00221996,0.00143585,0.00101071,0.0027324,0.00192598,0.002269001,0.0025174,0.00195653,0.00335494,0.00312923,0.00271012,0.00143668,0.00151912,0.000716297,0.00374311,0.00223839,0.00117731,0.00288311,0.002670039
4.1.1.3:Transferred entry 4.1.1.112,0.000516758,0.00105539,0,0.000779638,0.00294292,0.000938359,0.002152581,0,0.000883875,0.00249262,0.00283761,0.00402398,0.000972035,0.00187075,0.003721,0.000981015,0,0.000443977,0.00264911,0.000351192
4.1.1.31:Phosphoenolpyruvate carboxylase,0.000547296,0.000487823,0,0,0.000508011,0,0,0.000403747,0.000973897,0,0.00186263,0.000319122,0.000735986,0,0,0.00140297,0.000896629,0.00124416,0,0.000565882
4.1.1.33:Diphosphomevalonate decarboxylase,0.000279728,0,0,0,0.000279708,0,0,0,0,0,0,0,0.000212933,0,0,0,0.000749157,0,0,0
4.1.1.36:Phosphopantothenoylcysteine decarboxylase,0.00187777,0.00116749,0.0013143,0.00217734,0.000954346,0.00113791,0.000629267,0.00358703,0.00247277,0.000897047,0.00130071,0.00127424,0.0023347,0.00237555,0,0.00108422,0.00221684,0.00239625,0.000426333,0.00151773
4.1.1.41:Transferred entry 7.2.4.3,0.000580662,0.000198326,0.000708935,0.000376413,0.000382845,0.00052891,0.000355309,0.000403189,0.00024209,0,0,0,0.000230605,0,0.00164287,0,0,0,0.000728703,0.000392287
4.1.1.49:Phosphoenolpyruvate carboxykinase (ATP),0.008565631,0.00806264,0.0132228,0.018830696,0.00687872,0.015939698,0.009574082,0.007669999,0.00953334,0.009682259,0.00719727,0.0062903,0.010655701,0.009688188,0.009066581,0.009497128,0.006679781,0.0096947,0.011255499,0.007544239
4.1.1.5:Acetolactate decarboxylase,0.0011573,0.000839963,0.00124436,0.000924312,0,0,0,0.00187904,0.000749283,0,0.000630349,0,0.00202232,0.000971726,0,0,0.00226286,0.00241993,0.000580142,0.000295312
4.1.1.70:Transferred entry 7.2.4.5,0.000351262,0.000861885,0.000472794,0,0.000901929,0,0.002888161,0,0.00117886,0.0031204,0.00228799,0.00324403,0.000239533,0.000893254,0.00205603,0.000785119,0,0.000536198,0.00347805,0.000285449
4.1.1.8:Oxalyl-CoA decarboxylase,0.000995363,0.00114337,0.00167609,0.000994047,0.00273904,0.00309336,0.00111011,0.00145649,0.00143696,0.000537535,0.00116555,0.00108167,0.00219731,0.00119458,0,0.0020633,0.0027457,0.00374472,0,0.000556987
4.1.2.13:Fructose-bisphosphate aldolase,0.00155031,0.00370349,0.00444293,0.003759699,0.00164643,0.003567629,0.00264547,0.00110496,0.0021609,0.0015077,0.00459071,0.00337856,0.00180902,0.003583569,0.005625451,0.00313023,0.00145704,0.00240895,0.00618712,0.004263539
4.1.2.14:2-dehydro-3-deoxy-phosphogluconate aldolase,0.001397,0.00189907,0.00155795,0.00142711,0.000840336,0.000776798,0.00264338,0.00117526,0.00089184,0,0.000298852,0,0.00110833,0.00106175,0,0.00241981,0.000622761,0.00163187,0.000396613,0.00140422
4.1.2.25:Dihydroneopterin aldolase,0.000555427,0,0,0.000800922,0,0,0,0,0.00133377,0,0.00103497,0.00126276,0.0003482,0.000636502,0.0015509,0.000854986,0,0.000515905,0,0.000626683
4.1.2.4:Deoxyribose-phosphate aldolase,0.00295126,0.00156674,0.00299279,0.00315336,0.0015229,0.00340412,0.00140362,0.003226439,0.00238614,0.00312425,0.000990802,0.00160003,0.00210075,0.003058229,0,0.00167054,0.00296809,0.00238505,0.00106035,0.00210769
4.1.2.40:Tagatose-bisphosphate aldolase,0.000892392,0,0,0,0,0,0,0.00136305,0.000442981,0,0.000314356,0,0.00106277,0,0,0,0,0.000409694,0,0.000781923
4.1.2.50:6-carboxytetrahydropterin synthase,0.000173971,0.000202602,0,0,0,0,0,0,0,0.000328706,0,0,0,0,0.00096559,0.000660931,0,0,0.000443671,0
4.1.2.9:Phosphoketolase,0.000272337,0.000493911,0,0,0,0.000867861,0,0.000406261,0,0,0.000498143,0,0.00106009,0,0,0,0,0,0,0.00057425
4.1.3.16:4-hydroxy-2-oxoglutarate aldolase,0.001397,0.00189907,0.00155795,0.00142711,0.000840336,0.000776798,0.00264338,0.00117526,0.00089184,0,0.000298852,0,0.00110833,0.00106175,0,0.00241981,0.000622761,0.00163187,0.000396613,0.00140422
4.1.3.3:N-acetylneuraminate lyase,0.000562181,0,0.00162267,0.000448491,0,0.00100255,0,0.00198886,0,0,0,0.000421803,0.00157438,0.00116062,0,0,0.000646803,0.00125116,0.000592969,0.00116081
"4.1.3.36:1,4-dihydroxy-2-naphthoyl-CoA synthase",0.0020535,0.00237932,0.00195302,0.0019753,0.00210498,0.00137855,0.0015276,0.00266981,0.0024852,0.00136039,0.00123841,0,0.00225543,0.00116307,0,0.000639098,0.00158992,0.00256085,0.00229693,0.00177191
"4.1.99.12:3,4-dihydroxy-2-butanone-4-phosphate synthase",0.00270098,0.00156368,0.00197452,0.00328122,0.00261759,0.004577479,0.002260361,0.00112732,0.00365378,0.000590381,0.00190922,0.00235392,0.00204571,0.003912019,0.00250849,0.0026904,0.00204396,0.00121264,0.00128857,0.003379129
4.1.99.17:Phosphomethylpyrimidine synthase,0.000436754,0.00115784,0.000807596,0.000557667,0.000814514,0.000508015,0.000339544,0.00033424,0.000666691,0.00046921,0,0,0.000942358,0.00171972,0,0,0.000968937,0.00131958,0.000770883,0.000272619
4.2.1.10:3-dehydroquinate dehydratase,0.000208702,0,0,0.000239215,0,0,0,0,0.000345452,0.000917826,0.000818388,0.000514415,0,0.000416294,0.000789539,0,0.000540453,0.000802135,0.000426978,0.000733451
4.2.1.11:Phosphopyruvate hydratase,0.009170711,0.011235599,0.019921999,0.014812699,0.00800965,0.014700999,0.010590903,0.007410819,0.0110223,0.006434469,0.007437859,0.00312776,0.012219201,0.012121498,0.00945538,0.011176298,0.010002601,0.011429099,0.006432979,0.006129568
4.2.1.113:o-succinylbenzoate synthase,0.000441445,0,0,0,0.000408974,0,0,0,0.000458259,0,0.000550804,0,0,0,0,0,0.000347782,0.000576633,0,0.000189168
4.2.1.126:N-acetylmuramic acid 6-phosphate etherase,0.000338468,0.000735253,0.00111639,0,0.00076112,0,0,0.00091762,0.00196777,0,0.000772364,0,0.00129245,0,0,0,0.00144465,0.0008788,0,0.000491566
4.2.1.136:ADP-dependent NAD(P)H-hydrate dehydratase,0.00174036,0.00196045,0.00131428,0.00243888,0.00224769,0.00243948,0.00180339,0.00155168,0.00125433,0.000494266,0.000822895,0.000995104,0.00182518,0.00196229,0.00140359,0.0033071,0.00135929,0.0010485,0.000444842,0.00120953
4.2.1.19:Imidazoleglycerol-phosphate dehydratase,0.00109943,0.00179895,0.0011532,0.000944907,0.00294363,0.00147944,0.00164312,0.000949339,0.00107865,0.000592437,0.00155278,0.00266309,0.000959761,0.000885155,0,0.002414,0.0012752,0.00109087,0.00146061,0.00221461
4.2.1.2:Fumarate hydratase,0.0042174,0.0065739,0.00573502,0.006496199,0.00433359,0.005944839,0.004000281,0.00354885,0.005271641,0.00090493,0.00263471,0.000965968,0.00480257,0.005217119,0,0.0046846,0.003826221,0.00641213,0.004403819,0.004699419
4.2.1.20:Tryptophan synthase,0.00246256,0.00370767,0.0016571,0.0037061,0.00297143,0.00300432,0.006096191,0.00149997,0.00221346,0.00410245,0.0035752,0.00712966,0.00173251,0.00198701,0.006493581,0.00326662,0.00265348,0.0033683,0.007792389,0.004012679
4.2.1.22:Cystathionine beta-synthase,0.000762382,0.000163705,0.00136307,0,0,0.00103473,0,0,0,0,0.000486518,0,0.000526866,0,0,0,0,0.000366083,0,0
4.2.1.33:3-isopropylmalate dehydratase,0.00404571,0.00570251,0.00433101,0.006649139,0.007310279,0.005686499,0.008356442,0.0032225,0.00426073,0.008071429,0.00495493,0.0107676,0.00497954,0.007883498,0.00843903,0.006020479,0.005102321,0.00278853,0.007750859,0.005779729
4.2.1.42:Galactarate dehydratase,0.000190388,0,0,0,0.000443612,0,0,0,0,0,0,0,0,0,0.00114235,0,0,0,0,0
"4.2.1.46:dTDP-glucose 4,6-dehydratase",0.00140431,0.00107717,0.000520827,0.0012229,0.00111713,0.00107767,0.00236668,0.000490546,0.000856973,0.00154601,0.00138358,0.00226385,0.00233531,0.002284209,0,0,0.000865025,0.00209913,0.00318541,0.00281259
"4.2.1.47:GDP-mannose 4,6-dehydratase",0.00288282,0.00320798,0.00208462,0.004323609,0.00275256,0.004177549,0.003273741,0.00212591,0.00359206,0.0039713,0.000403023,0.00331428,0.00367478,0.004796779,0.000770368,0.003608659,0.00218106,0.00238519,0.00325535,0.003619619
4.2.1.49:Urocanate hydratase,0.000668374,0.000682347,0.00214422,0.00106828,0,0.000373184,0,0,0.000209329,0,0,0.000590775,0.000677183,0.000635988,0,0,0.000847137,0.00109565,0.00078937,0.00027412
4.2.1.59:3-hydroxyacyl-[acyl-carrier-protein] dehydratase,0.00189742,0.00142759,0.0016478,0.003535209,0.00270838,0.00164519,0.00238773,0.00147255,0.00136879,0.00230585,0.00179106,0.00319601,0.00214736,0.00215377,0.000822734,0.00226373,0.00160881,0.00269685,0.00138203,0.00255382
4.2.1.8:Mannonate dehydratase,0.0015991,0.00201592,0.000460867,0.00133379,0.00259933,0.00249579,0.002677621,0.00100611,0.00157931,0.00353372,0.00400641,0.00293331,0.00187089,0.00203236,0.00216495,0.00323732,0.000904974,0.00261087,0.00272086,0.00233074
4.2.1.9:Dihydroxy-acid dehydratase,0.00127015,0.00288133,0.00179099,0.00212886,0.00310912,0.003970159,0.004354201,0.00057819,0.0043821,0.00360931,0.00310543,0.0062647,0.00166968,0.002774909,0.00861902,0.00341526,0.000668274,0.00323975,0.007317919,0.00286927
4.2.3.3:Methylglyoxal synthase,0.0003026,0.000994641,0.000805261,0.0016612,0.00123869,0.00164574,0.003931781,0.00169233,0.00197411,0.00185291,0.00157932,0.00335675,0.000725077,0.00164084,0.006503971,0.000654864,0.0012661,0.00138911,0.004194009,0
4.2.3.5:Chorismate synthase,0.00180329,0.000847347,0,0.0017547,0.00118813,0.00145911,0.00101227,0.00104489,0.00124512,0.00127549,0.00115922,0.00132667,0.000946145,0.00135233,0.00104312,0.0016206,0.000962371,0.000812547,0.00125328,0.000942241
4.2.99.18:DNA-(apurinic or apyrimidinic site) lyase,0.00281329,0.00226706,0,0.00104706,0.00339321,0,0.003421311,0.00239597,0.00132967,0.003769879,0.00401295,0.00516777,0.00143954,0.004015809,0.00375602,0.00157239,0.000904675,0.00160769,0.004862779,0.00114921
4.3.1.1:Aspartate ammonia-lyase,0.000160457,0,0,0,0,0.000547193,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.3.1.17:L-serine ammonia-lyase,0.000653061,0.000916892,0,0.000250946,0,0,0,0.000582561,0.00116116,0,0.00106471,0,0.000487737,0,0,0.000339278,0.000645337,0.000828676,0.00058509,0.000500858
4.3.1.3:Histidine ammonia-lyase,0.000346389,0,0.000824731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.3.2.1:Argininosuccinate lyase,0.00268094,0.00222085,0.00237589,0.00291006,0.00198302,0.00365353,0.00142023,0.0032257,0.00236549,0.000797011,0.00226565,0.00220945,0.00175101,0.0025233,0.00130813,0.00309517,0.00339824,0.00237938,0.00219925,0.003551709
